@id	@type	@lat	@lon	name	brand	operator	website	addr:city	addr:state	addr:postcode
383899791	way	30.2238090	-97.8401010	Gold's Gym	Gold's Gym		https://www.goldsgym.com/austinsouthtx	Austin	TX	78749
383900248	way	40.5802342	-104.9956363	the Edge sports center			https://edgesportscenter.com	Fort Collins	CO	80524
383939335	way	34.4158642	-107.4984552	Alamo Community Wellness Center				Alamo	NM	87525
384144511	way	37.5215151	-122.0035272	NMHS Gym						
384182132	way	44.5859127	-123.2590004	Orangetheory Fitness	Orangetheory Fitness		https://www.orangetheory.com/en-us/locations/oregon/corvallis/1838-nw-9th-st-suite-112	Corvallis	OR	97330
384271671	way	37.2774633	-107.8686848	Whalen Gymnasium;Whalen Gym					CO	
384579536	way	37.6577000	-121.8978984	Stretch Lab			https://www.stretchlab.com/location/pleasanton	Pleasanton	CA	94566
384584257	way	37.6568144	-121.8975068	Pure Barre	Pure Barre			Pleasanton	CA	94566
384943490	way	45.4853304	-122.7497082	Vortex Cycle Studio			https://vortexcycle.com/	Portland	OR	97225
385027745	way	38.9531554	-77.3284966	Life Time	Life Time		https://www.lifetime.life/life-time-locations/va-reston.html	Reston	VA	20190
385311761	way	36.0648773	-115.2503265	Planet Fitness	Planet Fitness					
385322450	way	40.4519018	-80.0154722	Physique Rx'd			https://physiquerxd.com/			
385344920	way	44.5456114	-70.5454465	I'L B Fit				Rumford	ME	04276
385511943	way	32.9134302	-105.9579430	Quimby Gymnasium and Natatorium						
385795223	way	39.4692012	-119.7814211	24 Hour Fitness	24 Hour Fitness			Reno	NV	89511
385912329	way	28.0774349	-80.6422996	Crunch Fitness	Crunch Fitness					
386102117	way	37.5269563	-120.8500132	Student Recreation Complex						
386734674	way	45.6639035	-122.5564804	LA Fitness	LA Fitness			Vancouver		98662
386905374	way	34.1811631	-118.4667282	LA Fitness	LA Fitness					
387038320	way	32.3984151	-110.9606843	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/oro-valley-rooney-ranch-az	Oro Valley	AZ	85737
